unix_time,datetime,temp_c,arm_clock_hz,throttled
1785055656,2026-07-26 16:47:36,69.1,1800457088,0x0
1785055658,2026-07-26 16:47:38,69.6,1800457088,0x0
1785055660,2026-07-26 16:47:40,69.6,1800457088,0x0
1785055662,2026-07-26 16:47:42,70.1,1800404352,0x0
1785055664,2026-07-26 16:47:44,72.0,1800404352,0x0
1785055666,2026-07-26 16:47:46,71.5,1800457088,0x0
1785055668,2026-07-26 16:47:48,72.0,1800457088,0x0
1785055670,2026-07-26 16:47:50,71.5,1800404352,0x0
1785055672,2026-07-26 16:47:52,71.5,1800457088,0x0
1785055674,2026-07-26 16:47:54,72.0,1800457088,0x0
1785055676,2026-07-26 16:47:56,72.0,1800457088,0x0
1785055678,2026-07-26 16:47:58,72.0,1800457088,0x0
1785055680,2026-07-26 16:48:00,71.5,1800404352,0x0
1785055682,2026-07-26 16:48:02,73.5,1800404352,0x0
1785055684,2026-07-26 16:48:04,72.0,1800457088,0x0
1785055686,2026-07-26 16:48:06,73.0,1800404352,0x0
1785055688,2026-07-26 16:48:08,73.5,1800457088,0x0
1785055690,2026-07-26 16:48:10,74.0,1800457088,0x0
1785055692,2026-07-26 16:48:12,72.5,1800457088,0x0
1785055694,2026-07-26 16:48:14,74.0,1800457088,0x0
1785055696,2026-07-26 16:48:17,73.0,1800457088,0x0
1785055699,2026-07-26 16:48:19,75.4,1800404352,0x0
1785055701,2026-07-26 16:48:21,74.0,1800457088,0x0
1785055703,2026-07-26 16:48:23,74.5,1800457088,0x0
1785055705,2026-07-26 16:48:25,74.0,1800457088,0x0
1785055707,2026-07-26 16:48:27,74.5,1800457088,0x0
1785055709,2026-07-26 16:48:29,75.0,1800457088,0x0
1785055711,2026-07-26 16:48:31,75.4,1800457088,0x0
1785055713,2026-07-26 16:48:33,75.0,1800404352,0x0
1785055715,2026-07-26 16:48:35,74.5,1800457088,0x0
1785055717,2026-07-26 16:48:37,75.4,1800404352,0x0
1785055719,2026-07-26 16:48:39,75.0,1800457088,0x0
1785055721,2026-07-26 16:48:41,75.4,1800404352,0x0
1785055723,2026-07-26 16:48:43,76.4,1800457088,0x0
1785055725,2026-07-26 16:48:45,76.9,1800457088,0x0
1785055727,2026-07-26 16:48:47,76.4,1800457088,0x0
1785055729,2026-07-26 16:48:49,76.4,1800457088,0x0
1785055731,2026-07-26 16:48:51,75.9,1800457088,0x0
1785055733,2026-07-26 16:48:53,77.4,1800457088,0x0
1785055735,2026-07-26 16:48:55,75.9,1800457088,0x0
1785055737,2026-07-26 16:48:57,76.9,1800457088,0x0
1785055739,2026-07-26 16:48:59,77.4,1800457088,0x0
1785055741,2026-07-26 16:49:01,76.9,1800457088,0x0
1785055743,2026-07-26 16:49:03,76.9,1800404352,0x0
1785055745,2026-07-26 16:49:05,76.9,1800457088,0x0
1785055747,2026-07-26 16:49:07,77.9,1800404352,0x0
1785055750,2026-07-26 16:49:10,77.4,1800457088,0x0
1785055752,2026-07-26 16:49:12,76.9,1800457088,0x0
1785055754,2026-07-26 16:49:14,77.4,1800457088,0x0
1785055756,2026-07-26 16:49:16,76.4,1800457088,0x0
1785055758,2026-07-26 16:49:18,77.4,1800457088,0x0
1785055760,2026-07-26 16:49:20,78.8,1800457088,0x0
1785055762,2026-07-26 16:49:22,77.4,1800457088,0x0
1785055764,2026-07-26 16:49:24,77.9,1800404352,0x0
1785055766,2026-07-26 16:49:26,78.4,1800457088,0x0
1785055768,2026-07-26 16:49:28,77.9,1800457088,0x0
1785055770,2026-07-26 16:49:30,77.9,1800457088,0x0
1785055772,2026-07-26 16:49:32,77.4,1800457088,0x0
1785055774,2026-07-26 16:49:34,77.9,1800457088,0x0
1785055776,2026-07-26 16:49:36,78.4,1800404352,0x0
1785055778,2026-07-26 16:49:38,77.9,1800457088,0x0
1785055780,2026-07-26 16:49:40,77.9,1800457088,0x0
1785055782,2026-07-26 16:49:42,77.9,1800457088,0x0
1785055784,2026-07-26 16:49:44,78.4,1800457088,0x0
1785055786,2026-07-26 16:49:46,78.8,1800404352,0x0
1785055788,2026-07-26 16:49:48,78.4,1800457088,0x0
1785055790,2026-07-26 16:49:50,78.4,1800404352,0x0
1785055792,2026-07-26 16:49:52,77.9,1800457088,0x0
1785055794,2026-07-26 16:49:54,78.8,1800457088,0x0
1785055796,2026-07-26 16:49:56,79.3,1800457088,0x0
1785055798,2026-07-26 16:49:58,78.8,1800457088,0x0
1785055800,2026-07-26 16:50:00,79.3,1800404352,0x0
1785055802,2026-07-26 16:50:02,77.9,1800457088,0x0
1785055805,2026-07-26 16:50:05,78.8,1800404352,0x0
1785055807,2026-07-26 16:50:07,79.3,1800404352,0x0
1785055809,2026-07-26 16:50:09,80.3,1800457088,0x0
1785055811,2026-07-26 16:50:11,79.3,1800457088,0x0
1785055813,2026-07-26 16:50:13,79.3,1800457088,0x0
1785055815,2026-07-26 16:50:15,78.8,1800404352,0x0
1785055817,2026-07-26 16:50:17,78.8,1800404352,0x0
1785055819,2026-07-26 16:50:19,79.8,1800404352,0x0
1785055821,2026-07-26 16:50:21,79.3,1800457088,0x0
1785055823,2026-07-26 16:50:23,79.3,1800457088,0x0
1785055825,2026-07-26 16:50:25,79.3,1800457088,0x0
1785055827,2026-07-26 16:50:27,78.8,1800457088,0x0
1785055829,2026-07-26 16:50:29,80.3,1800404352,0x0
1785055831,2026-07-26 16:50:31,79.8,1800457088,0x0
1785055833,2026-07-26 16:50:33,80.8,1800404352,0x0
1785055835,2026-07-26 16:50:35,79.3,1800457088,0x0
1785055837,2026-07-26 16:50:37,79.8,1800457088,0x0
1785055839,2026-07-26 16:50:39,80.3,1800457088,0x0
1785055841,2026-07-26 16:50:41,81.3,1800457088,0x0
1785055843,2026-07-26 16:50:43,80.3,1800404352,0x0
1785055845,2026-07-26 16:50:45,81.3,1800404352,0x0
1785055847,2026-07-26 16:50:47,80.8,1800457088,0x0
1785055849,2026-07-26 16:50:49,80.8,1800457088,0x0
1785055851,2026-07-26 16:50:51,81.3,1800457088,0x0
1785055853,2026-07-26 16:50:53,81.3,1800457088,0x80000
1785055855,2026-07-26 16:50:55,80.3,1800404352,0x80000
1785055857,2026-07-26 16:50:58,81.3,1800457088,0x80000
1785055860,2026-07-26 16:51:00,79.8,1800404352,0x80000
1785055862,2026-07-26 16:51:02,81.3,1800457088,0x80000
1785055864,2026-07-26 16:51:04,80.3,1800457088,0x80000
1785055866,2026-07-26 16:51:06,81.3,1800457088,0x80000
1785055868,2026-07-26 16:51:08,81.3,1800457088,0x80000
1785055870,2026-07-26 16:51:10,80.8,1800457088,0x80000
1785055872,2026-07-26 16:51:12,79.3,1800457088,0x80000
1785055874,2026-07-26 16:51:14,81.3,1800404352,0x80000
1785055876,2026-07-26 16:51:16,81.3,1800457088,0x80000
1785055878,2026-07-26 16:51:18,80.8,1800457088,0x80000
1785055880,2026-07-26 16:51:20,81.3,1800457088,0x80000
1785055882,2026-07-26 16:51:22,81.8,1800457088,0x80000
1785055884,2026-07-26 16:51:24,81.3,1800404352,0x80000
1785055886,2026-07-26 16:51:26,81.8,1800457088,0x80000
1785055888,2026-07-26 16:51:28,80.8,1800404352,0x80000
1785055890,2026-07-26 16:51:30,80.8,1800457088,0x80000
1785055892,2026-07-26 16:51:32,80.3,1800457088,0x80000
1785055894,2026-07-26 16:51:34,80.8,1800457088,0x80000
1785055896,2026-07-26 16:51:36,80.8,1800457088,0x80000
1785055898,2026-07-26 16:51:38,81.8,1800457088,0x80000
1785055900,2026-07-26 16:51:40,80.3,1800457088,0x80000
1785055902,2026-07-26 16:51:42,80.3,1800457088,0x80000
1785055904,2026-07-26 16:51:44,81.3,1800404352,0x80000
1785055906,2026-07-26 16:51:46,79.8,1800457088,0x80000
1785055908,2026-07-26 16:51:48,81.3,1800404352,0x80000
1785055910,2026-07-26 16:51:50,81.3,1800404352,0x80000
1785055912,2026-07-26 16:51:52,81.8,1800404352,0x80000
1785055915,2026-07-26 16:51:55,81.3,1800457088,0x80000
1785055917,2026-07-26 16:51:57,81.8,1800404352,0x80000
1785055919,2026-07-26 16:51:59,81.3,1800457088,0x80000
1785055921,2026-07-26 16:52:01,81.3,1800404352,0x80000
1785055923,2026-07-26 16:52:03,80.3,1800457088,0x80000
1785055925,2026-07-26 16:52:05,81.3,1800457088,0x80000
1785055927,2026-07-26 16:52:07,81.8,1800404352,0x80000
1785055929,2026-07-26 16:52:09,81.8,1800457088,0x80000
1785055931,2026-07-26 16:52:11,81.8,1800404352,0x80000
1785055933,2026-07-26 16:52:13,81.8,1800457088,0x80000
1785055935,2026-07-26 16:52:15,82.3,1775460992,0x80008
1785055937,2026-07-26 16:52:17,82.3,1800404352,0x80008
1785055939,2026-07-26 16:52:19,80.3,1800457088,0x80000
1785055941,2026-07-26 16:52:21,80.3,1800404352,0x80000
1785055943,2026-07-26 16:52:23,82.3,1800457088,0x80000
1785055945,2026-07-26 16:52:25,82.7,1775460992,0x80008
1785055947,2026-07-26 16:52:27,82.3,1800457088,0x80000
1785055949,2026-07-26 16:52:29,82.7,1726417920,0x80008
1785055951,2026-07-26 16:52:31,82.3,1800404352,0x80000
1785055953,2026-07-26 16:52:33,80.8,1800404352,0x80000
1785055955,2026-07-26 16:52:35,81.8,1800457088,0x80000
1785055957,2026-07-26 16:52:37,81.8,1800404352,0x80000
1785055959,2026-07-26 16:52:39,81.3,1800457088,0x80000
1785055961,2026-07-26 16:52:41,81.8,1726470656,0x80008
1785055963,2026-07-26 16:52:43,82.7,1726417920,0x80008
1785055965,2026-07-26 16:52:45,81.8,1800457088,0x80000
1785055967,2026-07-26 16:52:47,81.8,1726417920,0x80008
1785055970,2026-07-26 16:52:50,82.3,1800457088,0x80000
1785055972,2026-07-26 16:52:52,81.8,1726417920,0x80008
1785055974,2026-07-26 16:52:54,81.8,1800457088,0x80000
1785055976,2026-07-26 16:52:56,81.8,1800457088,0x80000
1785055978,2026-07-26 16:52:58,82.3,1800404352,0x80000
1785055980,2026-07-26 16:53:00,82.7,1800404352,0x80000
1785055982,2026-07-26 16:53:02,81.3,1800457088,0x80000
1785055984,2026-07-26 16:53:04,80.8,1800404352,0x80000
1785055986,2026-07-26 16:53:06,81.8,1775408256,0x80008
1785055988,2026-07-26 16:53:08,82.3,1775408256,0x80000
1785055990,2026-07-26 16:53:10,81.8,1800457088,0x80008
1785055992,2026-07-26 16:53:12,81.8,1800457088,0x80000
1785055994,2026-07-26 16:53:14,81.3,1800457088,0x80000
1785055996,2026-07-26 16:53:16,80.8,1800457088,0x80000
1785055998,2026-07-26 16:53:18,81.3,1800457088,0x80000
1785056000,2026-07-26 16:53:20,82.3,1775408256,0x80008
1785056002,2026-07-26 16:53:22,81.3,1800404352,0x80000
1785056004,2026-07-26 16:53:24,80.8,1800404352,0x80000
1785056006,2026-07-26 16:53:26,81.8,1800457088,0x80000
1785056008,2026-07-26 16:53:28,81.8,1800457088,0x80000
1785056010,2026-07-26 16:53:30,81.8,1800457088,0x80000
1785056012,2026-07-26 16:53:32,82.3,1800404352,0x80000
1785056014,2026-07-26 16:53:34,82.3,1800457088,0x80000
1785056016,2026-07-26 16:53:36,81.8,1800404352,0x80000
1785056018,2026-07-26 16:53:38,81.3,1800457088,0x80000
1785056020,2026-07-26 16:53:40,80.8,1775408256,0x80000
1785056022,2026-07-26 16:53:42,81.8,1800404352,0x80000
1785056025,2026-07-26 16:53:45,81.3,1775408256,0x80008
1785056027,2026-07-26 16:53:47,81.3,1800457088,0x80000
1785056029,2026-07-26 16:53:49,81.3,1726417920,0x80008
1785056031,2026-07-26 16:53:51,82.3,1800457088,0x80000
1785056033,2026-07-26 16:53:53,80.8,1800404352,0x80000
1785056035,2026-07-26 16:53:55,81.8,1800457088,0x80000
1785056037,2026-07-26 16:53:57,81.8,1800457088,0x80000
1785056039,2026-07-26 16:53:59,82.3,1800457088,0x80000
1785056041,2026-07-26 16:54:01,81.8,1800457088,0x80000
1785056043,2026-07-26 16:54:03,82.3,1775408256,0x80008
1785056045,2026-07-26 16:54:05,82.7,1800404352,0x80008
1785056047,2026-07-26 16:54:07,82.3,1775460992,0x80008
1785056049,2026-07-26 16:54:09,82.7,1775408256,0x80000
1785056051,2026-07-26 16:54:11,81.8,1775408256,0x80000
1785056053,2026-07-26 16:54:13,81.8,1775460992,0x80008
1785056055,2026-07-26 16:54:15,82.3,1800457088,0x80000
1785056057,2026-07-26 16:54:17,82.7,1775460992,0x80008
1785056059,2026-07-26 16:54:19,81.8,1775408256,0x80008
1785056061,2026-07-26 16:54:21,81.8,1800404352,0x80000
1785056063,2026-07-26 16:54:23,82.7,1800457088,0x80000
1785056065,2026-07-26 16:54:25,82.3,1775408256,0x80008
1785056067,2026-07-26 16:54:27,82.7,1800457088,0x80000
1785056069,2026-07-26 16:54:29,82.3,1800457088,0x80000
1785056071,2026-07-26 16:54:31,82.3,1800457088,0x80000
1785056073,2026-07-26 16:54:33,82.3,1775408256,0x80000
1785056075,2026-07-26 16:54:35,81.8,1775460992,0x80008
1785056077,2026-07-26 16:54:38,81.8,1775460992,0x80008
1785056080,2026-07-26 16:54:40,82.3,1677427712,0x80008
1785056082,2026-07-26 16:54:42,82.3,1775460992,0x80008
1785056084,2026-07-26 16:54:44,81.8,1775408256,0x80000
1785056086,2026-07-26 16:54:46,81.3,1726417920,0x80008
1785056088,2026-07-26 16:54:48,82.3,1775408256,0x80008
1785056090,2026-07-26 16:54:50,81.3,1800457088,0x80000
1785056092,2026-07-26 16:54:52,82.7,1775408256,0x80008
1785056094,2026-07-26 16:54:54,83.7,1629386752,0x80008
1785056096,2026-07-26 16:54:56,82.3,1726417920,0x80000
1785056098,2026-07-26 16:54:58,82.3,1775408256,0x80000
1785056100,2026-07-26 16:55:00,82.3,1775460992,0x80008
1785056102,2026-07-26 16:55:02,82.7,1726417920,0x80000
1785056104,2026-07-26 16:55:04,82.7,1726417920,0x80008
1785056106,2026-07-26 16:55:06,82.3,1775408256,0x80008
1785056108,2026-07-26 16:55:08,81.8,1726417920,0x80008
1785056110,2026-07-26 16:55:10,81.8,1677427712,0x80008
1785056112,2026-07-26 16:55:12,82.3,1726417920,0x80008
1785056114,2026-07-26 16:55:14,82.7,1800404352,0x80000
1785056116,2026-07-26 16:55:16,81.3,1800457088,0x80000
1785056118,2026-07-26 16:55:18,81.8,1800457088,0x80000
1785056120,2026-07-26 16:55:20,81.8,1800457088,0x80000
1785056122,2026-07-26 16:55:22,82.7,1800457088,0x80000
1785056124,2026-07-26 16:55:24,82.3,1800404352,0x80000
1785056126,2026-07-26 16:55:26,83.2,1677427712,0x80008
1785056128,2026-07-26 16:55:28,82.7,1726417920,0x80008
1785056130,2026-07-26 16:55:30,81.3,1677427712,0x80008
1785056133,2026-07-26 16:55:33,82.3,1775460992,0x80008
1785056135,2026-07-26 16:55:35,81.3,1677427712,0x80008
1785056137,2026-07-26 16:55:37,81.8,1800457088,0x80000
1785056139,2026-07-26 16:55:39,81.8,1800404352,0x80000
1785056141,2026-07-26 16:55:41,82.3,1800457088,0x80000
1785056143,2026-07-26 16:55:43,81.8,1677427712,0x80008
1785056145,2026-07-26 16:55:45,83.2,1775460992,0x80008
1785056147,2026-07-26 16:55:47,81.3,1677427712,0x80008
1785056149,2026-07-26 16:55:49,81.8,1800457088,0x80000
1785056151,2026-07-26 16:55:51,82.7,1800457088,0x80008
1785056153,2026-07-26 16:55:53,81.8,1775408256,0x80000
1785056155,2026-07-26 16:55:55,82.3,1775460992,0x80008
1785056157,2026-07-26 16:55:57,81.8,1800457088,0x80000
1785056159,2026-07-26 16:55:59,81.3,1800457088,0x80000
1785056161,2026-07-26 16:56:01,83.2,1677374976,0x80008
1785056163,2026-07-26 16:56:03,81.3,1800404352,0x80000
1785056165,2026-07-26 16:56:05,82.3,1800457088,0x80000
1785056167,2026-07-26 16:56:07,82.7,1800404352,0x80000
1785056169,2026-07-26 16:56:09,81.8,1726417920,0x80008
1785056171,2026-07-26 16:56:11,82.3,1775408256,0x80008
1785056173,2026-07-26 16:56:13,82.7,1726417920,0x80008
1785056175,2026-07-26 16:56:15,82.3,1775460992,0x80008
1785056177,2026-07-26 16:56:17,82.7,1775460992,0x80008
1785056179,2026-07-26 16:56:19,82.7,1726417920,0x80008
1785056181,2026-07-26 16:56:21,81.8,1800457088,0x80000
1785056183,2026-07-26 16:56:23,81.8,1726417920,0x80008
1785056186,2026-07-26 16:56:26,82.3,1775408256,0x80008
1785056188,2026-07-26 16:56:28,82.3,1775408256,0x80008
1785056190,2026-07-26 16:56:30,82.3,1775460992,0x80008
1785056192,2026-07-26 16:56:32,80.8,1726417920,0x80008
1785056194,2026-07-26 16:56:34,81.3,1726417920,0x80008
1785056196,2026-07-26 16:56:36,81.8,1775408256,0x80008
1785056198,2026-07-26 16:56:38,82.3,1775460992,0x80008
1785056200,2026-07-26 16:56:40,82.7,1800404352,0x80000
1785056202,2026-07-26 16:56:42,82.7,1726417920,0x80008
1785056204,2026-07-26 16:56:44,82.3,1775408256,0x80008
1785056206,2026-07-26 16:56:46,82.3,1775408256,0x80000
1785056208,2026-07-26 16:56:48,82.3,1775408256,0x80008
1785056210,2026-07-26 16:56:50,82.3,1726417920,0x80008
1785056212,2026-07-26 16:56:52,81.3,1800457088,0x80000
1785056214,2026-07-26 16:56:54,82.3,1800404352,0x80000
1785056216,2026-07-26 16:56:56,81.8,1775408256,0x80008
1785056218,2026-07-26 16:56:58,81.8,1800457088,0x80000
1785056220,2026-07-26 16:57:00,82.3,1800457088,0x80000
1785056222,2026-07-26 16:57:02,82.7,1775408256,0x80008
1785056224,2026-07-26 16:57:04,82.3,1800404352,0x80000
1785056226,2026-07-26 16:57:06,81.8,1726417920,0x80008
1785056228,2026-07-26 16:57:08,81.8,1800457088,0x80000
1785056230,2026-07-26 16:57:10,82.3,1800404352,0x80000
1785056232,2026-07-26 16:57:12,82.3,1775460992,0x80008
1785056234,2026-07-26 16:57:14,82.7,1726417920,0x80008
1785056236,2026-07-26 16:57:17,82.7,1726417920,0x80008
1785056239,2026-07-26 16:57:19,82.3,1775408256,0x80008
1785056241,2026-07-26 16:57:21,81.8,1800404352,0x80000
1785056243,2026-07-26 16:57:23,82.3,1775408256,0x80008
1785056245,2026-07-26 16:57:25,81.8,1775460992,0x80008
1785056247,2026-07-26 16:57:27,83.2,1677427712,0x80008
1785056249,2026-07-26 16:57:29,82.7,1800457088,0x80000
1785056251,2026-07-26 16:57:31,82.3,1800457088,0x80000
1785056253,2026-07-26 16:57:33,81.8,1775408256,0x80008
1785056255,2026-07-26 16:57:35,82.7,1726417920,0x80000
1785056257,2026-07-26 16:57:37,82.3,1775460992,0x80008
1785056259,2026-07-26 16:57:39,82.7,1775460992,0x80008
1785056261,2026-07-26 16:57:41,82.7,1800404352,0x80008
1785056263,2026-07-26 16:57:43,82.3,1800404352,0x80000
1785056265,2026-07-26 16:57:45,82.3,1726417920,0x80008
1785056267,2026-07-26 16:57:47,82.7,1726417920,0x80008
1785056269,2026-07-26 16:57:49,82.7,1775460992,0x80008
1785056271,2026-07-26 16:57:51,82.3,1726417920,0x80008
1785056273,2026-07-26 16:57:53,81.8,1726417920,0x80008
1785056275,2026-07-26 16:57:55,82.7,1726417920,0x80008
1785056277,2026-07-26 16:57:57,82.3,1775460992,0x80008
1785056279,2026-07-26 16:57:59,81.8,1775460992,0x80008
1785056281,2026-07-26 16:58:01,82.7,1726417920,0x80008
1785056283,2026-07-26 16:58:03,81.8,1800457088,0x80000
1785056285,2026-07-26 16:58:05,81.8,1800404352,0x80000
1785056287,2026-07-26 16:58:07,82.7,1677427712,0x80008
1785056289,2026-07-26 16:58:09,82.3,1775460992,0x80008
1785056292,2026-07-26 16:58:12,81.8,1775408256,0x80008
1785056294,2026-07-26 16:58:14,82.7,1726417920,0x80008
1785056296,2026-07-26 16:58:16,82.7,1775408256,0x80008
1785056298,2026-07-26 16:58:18,82.3,1775460992,0x80008
1785056300,2026-07-26 16:58:20,83.2,1677427712,0x80008
1785056302,2026-07-26 16:58:22,82.7,1775408256,0x80008
1785056304,2026-07-26 16:58:24,82.7,1775460992,0x80008
1785056306,2026-07-26 16:58:26,82.7,1775460992,0x80008
1785056308,2026-07-26 16:58:28,83.2,1800457088,0x80000
1785056310,2026-07-26 16:58:30,83.2,1677427712,0x80008
1785056312,2026-07-26 16:58:32,82.7,1800404352,0x80008
1785056314,2026-07-26 16:58:34,81.8,1800457088,0x80008
1785056316,2026-07-26 16:58:36,82.3,1775460992,0x80008
1785056318,2026-07-26 16:58:38,82.3,1800457088,0x80000
1785056320,2026-07-26 16:58:40,82.7,1726417920,0x80008
1785056322,2026-07-26 16:58:42,81.8,1775408256,0x80008
1785056324,2026-07-26 16:58:44,82.3,1726417920,0x80008
1785056326,2026-07-26 16:58:46,82.3,1775408256,0x80008
1785056328,2026-07-26 16:58:48,82.7,1726417920,0x80008
1785056330,2026-07-26 16:58:50,82.3,1726417920,0x80008
1785056332,2026-07-26 16:58:52,82.3,1726417920,0x80008
1785056334,2026-07-26 16:58:54,81.3,1726417920,0x80008
1785056336,2026-07-26 16:58:56,82.7,1726417920,0x80008
1785056338,2026-07-26 16:58:58,82.3,1775460992,0x80008
1785056340,2026-07-26 16:59:00,81.8,1775460992,0x80008
1785056342,2026-07-26 16:59:02,81.3,1726417920,0x80008
1785056344,2026-07-26 16:59:04,82.3,1726417920,0x80008
1785056347,2026-07-26 16:59:07,82.3,1800404352,0x80000
1785056349,2026-07-26 16:59:09,81.8,1775460992,0x80008
1785056351,2026-07-26 16:59:11,82.7,1775460992,0x80008
1785056353,2026-07-26 16:59:13,82.3,1726417920,0x80008
1785056355,2026-07-26 16:59:15,82.3,1726417920,0x80008
1785056357,2026-07-26 16:59:17,81.8,1726417920,0x80008
1785056359,2026-07-26 16:59:19,81.8,1677374976,0x80008
1785056361,2026-07-26 16:59:21,82.3,1726417920,0x80008
1785056363,2026-07-26 16:59:23,81.8,1800457088,0x80000
1785056365,2026-07-26 16:59:25,82.3,1775460992,0x80008
1785056367,2026-07-26 16:59:27,82.7,1800457088,0x80008
1785056369,2026-07-26 16:59:29,81.3,1800404352,0x80008
1785056371,2026-07-26 16:59:31,82.3,1726417920,0x80008
1785056373,2026-07-26 16:59:33,81.8,1726417920,0x80008
1785056375,2026-07-26 16:59:35,81.3,1800457088,0x80000
1785056377,2026-07-26 16:59:37,82.7,1726417920,0x80008
1785056379,2026-07-26 16:59:39,83.2,1775460992,0x80008
1785056381,2026-07-26 16:59:41,81.3,1800404352,0x80000
1785056383,2026-07-26 16:59:43,81.8,1800404352,0x80008
1785056385,2026-07-26 16:59:45,82.3,1775408256,0x80008
1785056387,2026-07-26 16:59:47,82.3,1800457088,0x80000
1785056389,2026-07-26 16:59:49,83.2,1775408256,0x80008
1785056391,2026-07-26 16:59:51,83.2,1677427712,0x80008
1785056393,2026-07-26 16:59:53,81.3,1726417920,0x80008
1785056395,2026-07-26 16:59:55,82.7,1726417920,0x80008
1785056397,2026-07-26 16:59:57,82.3,1775408256,0x80008
1785056399,2026-07-26 16:59:59,82.3,1677427712,0x80008
1785056402,2026-07-26 17:00:02,82.7,1775408256,0x80008
1785056404,2026-07-26 17:00:04,82.3,1775408256,0x80008
1785056406,2026-07-26 17:00:06,83.2,1677374976,0x80008
1785056408,2026-07-26 17:00:08,82.3,1726417920,0x80008
1785056410,2026-07-26 17:00:10,82.7,1677374976,0x80008
1785056412,2026-07-26 17:00:12,82.3,1726417920,0x80008
1785056414,2026-07-26 17:00:14,83.2,1775460992,0x80008
1785056416,2026-07-26 17:00:16,82.3,1775460992,0x80008
1785056418,2026-07-26 17:00:18,82.7,1800457088,0x80000
1785056420,2026-07-26 17:00:20,82.7,1726417920,0x80008
1785056422,2026-07-26 17:00:22,82.3,1775408256,0x80008
1785056424,2026-07-26 17:00:24,82.3,1775408256,0x80008
1785056426,2026-07-26 17:00:26,82.7,1775408256,0x80008
1785056428,2026-07-26 17:00:28,82.3,1677374976,0x80008
1785056430,2026-07-26 17:00:30,82.7,1800457088,0x80000
1785056432,2026-07-26 17:00:32,83.2,1677374976,0x80008
1785056434,2026-07-26 17:00:34,81.8,1800404352,0x80000
1785056436,2026-07-26 17:00:36,82.3,1800457088,0x80008
1785056438,2026-07-26 17:00:38,82.7,1677374976,0x80008
1785056440,2026-07-26 17:00:40,82.3,1775408256,0x80008
1785056442,2026-07-26 17:00:42,82.3,1726470656,0x80008
1785056444,2026-07-26 17:00:44,82.3,1775408256,0x80008
1785056446,2026-07-26 17:00:46,82.7,1677427712,0x80008
1785056448,2026-07-26 17:00:48,82.7,1726470656,0x80008
1785056450,2026-07-26 17:00:50,81.3,1726417920,0x80008
1785056452,2026-07-26 17:00:52,82.3,1677427712,0x80008
1785056454,2026-07-26 17:00:54,82.7,1800457088,0x80000
1785056457,2026-07-26 17:00:57,82.3,1775460992,0x80008
1785056459,2026-07-26 17:00:59,82.3,1726417920,0x80008
1785056461,2026-07-26 17:01:01,82.3,1726417920,0x80008
1785056463,2026-07-26 17:01:03,82.3,1775460992,0x80008
1785056465,2026-07-26 17:01:05,82.3,1775408256,0x80008
1785056467,2026-07-26 17:01:07,81.8,1677427712,0x80000
1785056469,2026-07-26 17:01:09,82.7,1800457088,0x80000
1785056471,2026-07-26 17:01:11,81.3,1775408256,0x80008
1785056473,2026-07-26 17:01:13,83.2,1775408256,0x80008
1785056475,2026-07-26 17:01:15,83.2,1677374976,0x80008
1785056477,2026-07-26 17:01:17,82.3,1677427712,0x80000
1785056479,2026-07-26 17:01:19,83.2,1800457088,0x80000
1785056481,2026-07-26 17:01:21,82.3,1726470656,0x80008
1785056483,2026-07-26 17:01:23,82.3,1775460992,0x80008
1785056485,2026-07-26 17:01:25,82.7,1775460992,0x80008
1785056487,2026-07-26 17:01:27,82.3,1800404352,0x80000
1785056489,2026-07-26 17:01:29,82.3,1775408256,0x80008
1785056491,2026-07-26 17:01:31,81.8,1726417920,0x80000
1785056493,2026-07-26 17:01:33,81.8,1726417920,0x80008
1785056495,2026-07-26 17:01:35,82.3,1800404352,0x80000
1785056497,2026-07-26 17:01:37,82.7,1726417920,0x80008
1785056499,2026-07-26 17:01:39,82.3,1775408256,0x80008
1785056501,2026-07-26 17:01:41,82.7,1775408256,0x80008
1785056503,2026-07-26 17:01:43,81.3,1800457088,0x80000
1785056505,2026-07-26 17:01:45,82.7,1726417920,0x80008
1785056507,2026-07-26 17:01:47,82.7,1629386752,0x80008
1785056509,2026-07-26 17:01:50,82.7,1726417920,0x80008
1785056512,2026-07-26 17:01:52,83.2,1775408256,0x80008
1785056514,2026-07-26 17:01:54,81.3,1800457088,0x80000
1785056516,2026-07-26 17:01:56,82.7,1677374976,0x80008
1785056518,2026-07-26 17:01:58,83.2,1775460992,0x80008
1785056520,2026-07-26 17:02:00,83.7,1726417920,0x80008
1785056522,2026-07-26 17:02:02,83.7,1629386752,0x80008
1785056524,2026-07-26 17:02:04,82.3,1775460992,0x80008
1785056526,2026-07-26 17:02:06,83.7,1775408256,0x80008
1785056528,2026-07-26 17:02:08,82.7,1726417920,0x80008
1785056530,2026-07-26 17:02:10,82.3,1775460992,0x80008
1785056532,2026-07-26 17:02:12,83.2,1677427712,0x80008
1785056534,2026-07-26 17:02:14,82.3,1677427712,0x80008
1785056536,2026-07-26 17:02:16,82.3,1775408256,0x80008
1785056538,2026-07-26 17:02:18,82.3,1677427712,0x80008
1785056540,2026-07-26 17:02:20,82.7,1775408256,0x80008
1785056542,2026-07-26 17:02:22,82.7,1726417920,0x80008
1785056544,2026-07-26 17:02:24,81.8,1775460992,0x80008
1785056546,2026-07-26 17:02:26,81.8,1800404352,0x80008
1785056548,2026-07-26 17:02:28,82.7,1775460992,0x80008
