timestamp,elapsed_s,cpu_usage_percent,max_temp_c,avg_frequency_mhz,memory_usage_percent
2026-07-27 18:40:42,1,1.0,37.9,2052.0,21.2
2026-07-27 18:40:43,2,2.0,37.9,1578.0,21.1
2026-07-27 18:40:44,3,2.9,37.0,1626.0,21.2
2026-07-27 18:40:46,5,2.1,37.0,1152.0,21.2
2026-07-27 18:40:47,6,4.4,37.9,2052.0,21.2
2026-07-27 18:40:48,7,1.3,37.9,1578.0,21.2
2026-07-27 18:40:49,8,2.7,37.9,1578.0,21.2
2026-07-27 18:40:50,9,2.3,37.9,1578.0,21.1
2026-07-27 18:40:51,10,2.4,37.9,2052.0,21.1
2026-07-27 18:40:53,12,3.0,37.9,2052.0,21.1
2026-07-27 18:40:54,13,1.9,37.0,1152.0,21.1
2026-07-27 18:40:55,14,3.8,37.9,1578.0,21.1
2026-07-27 18:40:56,15,2.0,37.9,1578.0,21.1
2026-07-27 18:40:57,16,2.5,37.0,552.0,21.1
2026-07-27 18:40:58,17,4.2,37.9,1578.0,21.1
2026-07-27 18:41:00,19,1.9,37.9,1626.0,21.2
2026-07-27 18:41:01,20,1.8,37.9,1578.0,21.1
2026-07-27 18:41:02,21,3.7,37.9,1626.0,21.1
2026-07-27 18:41:03,22,2.2,37.0,1152.0,21.2
2026-07-27 18:41:04,23,4.4,37.9,1578.0,21.2
2026-07-27 18:41:06,25,1.8,37.9,1578.0,21.1
2026-07-27 18:41:07,26,2.6,37.9,1626.0,21.1
2026-07-27 18:41:08,27,2.8,37.9,1578.0,21.2
2026-07-27 18:41:09,28,2.3,37.9,1578.0,21.1
2026-07-27 18:41:10,29,2.0,37.0,1200.0,21.2
2026-07-27 18:41:11,30,3.9,37.9,1626.0,21.2
2026-07-27 18:41:13,32,2.1,37.0,1200.0,21.1
2026-07-27 18:41:14,33,38.2,49.9,2052.0,21.2
2026-07-27 18:41:15,34,52.2,52.7,2052.0,21.2
2026-07-27 18:41:16,35,53.0,54.5,2052.0,21.2
2026-07-27 18:41:17,36,52.9,55.5,2052.0,21.3
2026-07-27 18:41:18,37,53.7,57.3,2052.0,21.2
2026-07-27 18:41:19,38,52.0,58.2,2052.0,21.2
2026-07-27 18:41:21,40,53.3,58.2,2052.0,21.2
2026-07-27 18:41:22,41,53.1,59.2,2052.0,21.2
2026-07-27 18:41:23,42,52.1,60.1,2052.0,21.3
2026-07-27 18:41:24,43,52.8,60.1,2052.0,21.2
2026-07-27 18:41:25,44,53.1,61.0,2052.0,21.2
2026-07-27 18:41:26,45,53.2,61.0,2052.0,21.2
2026-07-27 18:41:28,46,52.0,61.9,2052.0,21.2
2026-07-27 18:41:29,48,52.9,61.9,2052.0,21.2
2026-07-27 18:41:30,49,53.2,61.9,2052.0,21.2
2026-07-27 18:41:31,50,52.8,62.8,2052.0,21.2
2026-07-27 18:41:32,51,52.6,62.8,2052.0,21.3
2026-07-27 18:41:33,52,53.2,63.8,2052.0,21.2
2026-07-27 18:41:34,53,53.0,63.8,2052.0,21.2
2026-07-27 18:41:36,54,52.0,63.8,2052.0,21.3
2026-07-27 18:41:37,56,53.0,63.8,2052.0,21.3
2026-07-27 18:41:38,57,53.0,64.7,2052.0,21.2
2026-07-27 18:41:39,58,52.5,64.7,2052.0,21.2
2026-07-27 18:41:40,59,52.6,64.7,2052.0,21.2
2026-07-27 18:41:41,60,66.2,65.6,2052.0,21.2
2026-07-27 18:41:42,61,58.5,65.6,2052.0,21.2
2026-07-27 18:41:44,63,55.3,66.5,2052.0,21.2
2026-07-27 18:41:45,64,63.8,67.5,2052.0,21.5
2026-07-27 18:41:46,65,80.8,67.5,2052.0,21.5
2026-07-27 18:41:47,66,54.9,66.5,2052.0,21.5
2026-07-27 18:41:48,67,54.1,66.5,2052.0,21.5
2026-07-27 18:41:49,68,53.5,67.5,2052.0,21.5
2026-07-27 18:41:50,69,53.2,66.5,2052.0,21.5
2026-07-27 18:41:52,71,52.7,67.5,2052.0,21.5
2026-07-27 18:41:53,72,53.1,67.5,2052.0,21.5
