timestamp,elapsed_s,cpu_usage_percent,soc_temp_c,avg_frequency_mhz,memory_usage_percent
2026-07-27 22:26:23,87,100.0,70.1,1800.0,19.3
2026-07-27 22:26:24,88,100.0,69.6,1800.0,19.3
2026-07-27 22:26:25,89,100.0,70.6,1800.0,19.3
2026-07-27 22:26:26,90,99.8,70.1,1800.0,19.3
2026-07-27 22:26:27,91,100.0,70.1,1800.0,19.3
2026-07-27 22:26:28,92,100.0,69.6,1800.0,19.3
2026-07-27 22:26:29,93,100.0,70.6,1800.0,19.2
2026-07-27 22:26:30,94,100.0,70.6,1800.0,19.2
2026-07-27 22:26:31,95,100.0,71.6,1800.0,19.2
2026-07-27 22:26:32,96,100.0,70.6,1800.0,19.3
2026-07-27 22:26:34,98,100.0,71.1,1800.0,19.3
2026-07-27 22:26:35,99,100.0,72.1,1800.0,19.3
2026-07-27 22:26:36,100,100.0,70.6,1800.0,19.3
2026-07-27 22:26:37,101,100.0,72.1,1800.0,19.3
2026-07-27 22:26:38,102,98.6,71.6,1800.0,19.3
2026-07-27 22:26:39,103,100.0,72.5,1800.0,19.3
2026-07-27 22:26:40,104,100.0,71.6,1800.0,19.3
2026-07-27 22:26:41,105,99.8,72.1,1800.0,19.3
2026-07-27 22:26:42,106,100.0,72.1,1800.0,19.3
2026-07-27 22:26:43,107,100.0,71.6,1800.0,19.3
2026-07-27 22:26:44,108,100.0,72.5,1800.0,19.3
2026-07-27 22:26:45,109,100.0,73.0,1800.0,19.3
2026-07-27 22:26:46,110,100.0,72.5,1800.0,19.3
2026-07-27 22:26:48,112,100.0,73.0,1800.0,19.3
2026-07-27 22:26:49,113,100.0,73.0,1800.0,19.3
2026-07-27 22:26:50,114,100.0,71.6,1800.0,19.3
2026-07-27 22:26:51,115,100.0,72.5,1800.0,19.3
2026-07-27 22:26:52,116,100.0,72.5,1800.0,19.3
2026-07-27 22:26:53,117,100.0,73.0,1800.0,19.3
2026-07-27 22:26:54,118,100.0,74.0,1800.0,19.3
2026-07-27 22:26:55,119,100.0,73.5,1800.0,19.3
2026-07-27 22:26:56,120,100.0,73.5,1800.0,19.3
2026-07-27 22:26:57,121,100.0,75.0,1800.0,19.3
2026-07-27 22:26:58,122,100.0,74.0,1800.0,19.3
2026-07-27 22:26:59,123,100.0,74.5,1800.0,19.3
2026-07-27 22:27:00,124,100.0,74.5,1800.0,19.3
2026-07-27 22:27:02,126,100.0,74.5,1800.0,19.3
2026-07-27 22:27:03,127,100.0,74.5,1800.0,19.2
2026-07-27 22:27:04,128,100.0,75.0,1800.0,19.2
2026-07-27 22:27:05,129,100.0,74.0,1800.0,19.2
2026-07-27 22:27:06,130,100.0,74.5,1800.0,19.2
2026-07-27 22:27:07,131,100.0,75.5,1800.0,19.2
2026-07-27 22:27:08,132,100.0,74.5,1800.0,19.2
2026-07-27 22:27:09,133,100.0,74.5,1800.0,19.2
2026-07-27 22:27:10,134,100.0,74.5,1800.0,19.2
2026-07-27 22:27:11,135,100.0,74.0,1800.0,19.2
2026-07-27 22:27:12,136,100.0,75.0,1800.0,19.2
2026-07-27 22:27:13,137,100.0,74.5,1800.0,19.2
2026-07-27 22:27:15,138,100.0,76.4,1800.0,19.2
2026-07-27 22:27:16,140,100.0,74.5,1800.0,19.2
2026-07-27 22:27:17,141,100.0,75.0,1800.0,19.2
2026-07-27 22:27:18,142,100.0,75.5,1800.0,19.2
2026-07-27 22:27:19,143,100.0,75.5,1800.0,19.2
2026-07-27 22:27:20,144,100.0,75.0,1800.0,19.2
