unix_time,datetime,total_percent,cpu0_percent,cpu1_percent,cpu2_percent,cpu3_percent
1785055955,2026-07-26 16:52:35,100.0,100.0,100.0,100.0,100.0
1785055957,2026-07-26 16:52:37,100.0,100.0,100.0,100.0,100.0
1785055959,2026-07-26 16:52:39,100.0,100.0,100.0,100.0,100.0
1785055961,2026-07-26 16:52:41,100.0,100.0,100.0,100.0,100.0
1785055963,2026-07-26 16:52:43,100.0,100.0,100.0,100.0,100.0
1785055965,2026-07-26 16:52:45,100.0,100.0,100.0,100.0,100.0
1785055967,2026-07-26 16:52:47,100.0,100.0,100.0,100.0,100.0
1785055969,2026-07-26 16:52:49,100.0,100.0,100.0,100.0,100.0
1785055971,2026-07-26 16:52:51,100.0,100.0,100.0,100.0,100.0
1785055973,2026-07-26 16:52:53,100.0,100.0,100.0,100.0,100.0
1785055975,2026-07-26 16:52:55,100.0,99.5,100.0,100.0,100.0
1785055977,2026-07-26 16:52:57,100.0,100.0,100.0,100.0,100.0
1785055979,2026-07-26 16:52:59,100.0,100.0,100.0,100.0,100.0
1785055981,2026-07-26 16:53:01,100.0,100.0,100.0,100.0,100.0
1785055983,2026-07-26 16:53:03,100.0,100.0,100.0,100.0,100.0
1785055985,2026-07-26 16:53:05,100.0,100.0,100.0,100.0,100.0
1785055987,2026-07-26 16:53:07,99.9,100.0,100.0,99.5,100.0
1785055989,2026-07-26 16:53:09,100.0,100.0,100.0,100.0,100.0
1785055991,2026-07-26 16:53:11,100.0,100.0,100.0,100.0,100.0
1785055993,2026-07-26 16:53:13,100.0,100.0,100.0,100.0,100.0
1785055995,2026-07-26 16:53:15,100.0,100.0,100.0,100.0,100.0
1785055997,2026-07-26 16:53:17,100.0,100.0,100.0,100.0,100.0
1785055999,2026-07-26 16:53:19,100.0,100.0,100.0,100.0,100.0
1785056001,2026-07-26 16:53:21,100.0,100.0,100.0,100.0,100.0
1785056003,2026-07-26 16:53:23,100.0,100.0,100.0,100.0,100.0
1785056005,2026-07-26 16:53:25,100.0,100.0,100.0,100.0,100.0
1785056007,2026-07-26 16:53:27,100.0,100.0,100.0,100.0,100.0
1785056009,2026-07-26 16:53:29,100.0,100.0,100.0,100.0,100.0
1785056011,2026-07-26 16:53:31,100.0,100.0,100.0,100.0,100.0
1785056013,2026-07-26 16:53:33,100.0,100.0,100.0,100.0,100.0
1785056015,2026-07-26 16:53:35,100.0,100.0,100.0,100.0,100.0
1785056017,2026-07-26 16:53:37,100.0,100.0,100.0,100.0,100.0
1785056019,2026-07-26 16:53:39,100.0,100.0,100.0,100.0,100.0
1785056021,2026-07-26 16:53:41,100.0,100.0,100.0,100.0,100.0
1785056023,2026-07-26 16:53:43,100.0,100.0,100.0,100.0,100.0
1785056025,2026-07-26 16:53:45,100.0,100.0,100.0,100.0,100.0
1785056027,2026-07-26 16:53:47,100.0,100.0,100.0,100.0,100.0
1785056029,2026-07-26 16:53:49,100.0,100.0,100.0,100.0,100.0
1785056031,2026-07-26 16:53:51,100.0,100.0,100.0,100.0,100.0
1785056033,2026-07-26 16:53:53,100.0,100.0,100.0,100.0,100.0
1785056035,2026-07-26 16:53:55,100.0,100.0,100.0,100.0,100.0
1785056037,2026-07-26 16:53:57,100.0,100.0,100.0,100.0,100.0
1785056039,2026-07-26 16:53:59,100.0,100.0,100.0,100.0,100.0
1785056041,2026-07-26 16:54:01,100.0,100.0,100.0,100.0,100.0
1785056043,2026-07-26 16:54:03,100.0,100.0,100.0,100.0,100.0
1785056045,2026-07-26 16:54:05,100.0,100.0,100.0,100.0,100.0
1785056047,2026-07-26 16:54:07,100.0,100.0,100.0,100.0,100.0
1785056049,2026-07-26 16:54:09,100.0,100.0,100.0,100.0,100.0
1785056051,2026-07-26 16:54:11,99.9,100.0,100.0,100.0,100.0
1785056053,2026-07-26 16:54:13,100.0,100.0,100.0,100.0,100.0
1785056055,2026-07-26 16:54:15,100.0,100.0,100.0,100.0,100.0
1785056057,2026-07-26 16:54:17,100.0,99.5,100.0,100.0,100.0
1785056059,2026-07-26 16:54:19,100.0,100.0,100.0,100.0,100.0
1785056061,2026-07-26 16:54:21,99.9,100.0,100.0,99.5,100.0
1785056063,2026-07-26 16:54:23,100.0,100.0,100.0,100.0,100.0
1785056065,2026-07-26 16:54:25,100.0,100.0,100.0,100.0,100.0
1785056067,2026-07-26 16:54:27,100.0,100.0,100.0,100.0,100.0
1785056069,2026-07-26 16:54:29,100.0,100.0,100.0,100.0,100.0
1785056071,2026-07-26 16:54:31,100.0,100.0,100.0,100.0,100.0
1785056073,2026-07-26 16:54:33,100.0,100.0,100.0,100.0,100.0
1785056075,2026-07-26 16:54:35,100.0,100.0,100.0,100.0,100.0
1785056077,2026-07-26 16:54:37,100.0,100.0,100.0,100.0,100.0
1785056079,2026-07-26 16:54:39,100.0,100.0,100.0,100.0,100.0
1785056081,2026-07-26 16:54:41,100.0,100.0,100.0,100.0,100.0
1785056083,2026-07-26 16:54:43,100.0,100.0,100.0,100.0,100.0
1785056085,2026-07-26 16:54:45,100.0,100.0,100.0,100.0,100.0
1785056087,2026-07-26 16:54:47,100.0,100.0,100.0,100.0,100.0
1785056089,2026-07-26 16:54:49,100.0,100.0,100.0,100.0,100.0
1785056091,2026-07-26 16:54:51,100.0,100.0,100.0,100.0,100.0
1785056093,2026-07-26 16:54:53,100.0,100.0,100.0,100.0,100.0
1785056095,2026-07-26 16:54:55,100.0,100.0,100.0,100.0,100.0
1785056097,2026-07-26 16:54:57,100.0,100.0,100.0,100.0,100.0
1785056099,2026-07-26 16:54:59,100.0,100.0,100.0,100.0,100.0
1785056101,2026-07-26 16:55:01,100.0,100.0,100.0,100.0,100.0
1785056103,2026-07-26 16:55:03,100.0,100.0,100.0,100.0,100.0
1785056105,2026-07-26 16:55:05,100.0,100.0,100.0,100.0,100.0
1785056107,2026-07-26 16:55:07,100.0,100.0,100.0,100.0,100.0
1785056109,2026-07-26 16:55:09,100.0,100.0,100.0,100.0,100.0
1785056111,2026-07-26 16:55:11,100.0,100.0,100.0,100.0,100.0
1785056113,2026-07-26 16:55:13,100.0,100.0,100.0,100.0,100.0
1785056115,2026-07-26 16:55:15,100.0,100.0,100.0,100.0,100.0
1785056117,2026-07-26 16:55:17,100.0,100.0,100.0,100.0,100.0
1785056119,2026-07-26 16:55:19,100.0,100.0,100.0,100.0,100.0
1785056121,2026-07-26 16:55:21,100.0,100.0,100.0,100.0,100.0
1785056123,2026-07-26 16:55:23,100.0,100.0,100.0,100.0,100.0
1785056125,2026-07-26 16:55:25,100.0,100.0,100.0,100.0,100.0
1785056127,2026-07-26 16:55:27,100.0,100.0,100.0,100.0,100.0
1785056129,2026-07-26 16:55:29,100.0,100.0,100.0,100.0,100.0
1785056131,2026-07-26 16:55:31,100.0,100.0,100.0,100.0,100.0
1785056133,2026-07-26 16:55:33,100.0,100.0,100.0,100.0,100.0
1785056135,2026-07-26 16:55:35,100.0,100.0,100.0,100.0,100.0
1785056137,2026-07-26 16:55:37,100.0,100.0,100.0,100.0,100.0
1785056139,2026-07-26 16:55:39,100.0,100.0,100.0,100.0,100.0
1785056141,2026-07-26 16:55:41,100.0,100.0,100.0,100.0,100.0
1785056143,2026-07-26 16:55:43,100.0,100.0,100.0,100.0,100.0
1785056145,2026-07-26 16:55:45,99.9,99.5,100.0,100.0,100.0
1785056147,2026-07-26 16:55:47,100.0,100.0,100.0,100.0,100.0
1785056149,2026-07-26 16:55:49,100.0,100.0,100.0,100.0,100.0
1785056151,2026-07-26 16:55:51,100.0,100.0,100.0,100.0,100.0
1785056153,2026-07-26 16:55:53,100.0,100.0,100.0,100.0,100.0
1785056155,2026-07-26 16:55:55,100.0,100.0,100.0,100.0,100.0
1785056157,2026-07-26 16:55:57,100.0,100.0,100.0,100.0,100.0
1785056159,2026-07-26 16:55:59,100.0,100.0,100.0,100.0,100.0
1785056161,2026-07-26 16:56:01,100.0,100.0,100.0,100.0,100.0
1785056163,2026-07-26 16:56:03,100.0,100.0,100.0,100.0,100.0
1785056165,2026-07-26 16:56:05,100.0,100.0,100.0,100.0,100.0
1785056167,2026-07-26 16:56:07,100.0,100.0,100.0,100.0,100.0
1785056169,2026-07-26 16:56:09,100.0,100.0,100.0,100.0,100.0
1785056171,2026-07-26 16:56:11,100.0,100.0,100.0,100.0,100.0
1785056173,2026-07-26 16:56:13,100.0,100.0,100.0,100.0,100.0
1785056175,2026-07-26 16:56:15,100.0,100.0,100.0,100.0,100.0
1785056177,2026-07-26 16:56:17,100.0,100.0,100.0,100.0,100.0
1785056179,2026-07-26 16:56:19,100.0,100.0,100.0,100.0,100.0
1785056181,2026-07-26 16:56:21,100.0,100.0,100.0,100.0,100.0
1785056183,2026-07-26 16:56:23,100.0,100.0,100.0,100.0,100.0
1785056185,2026-07-26 16:56:25,100.0,100.0,100.0,100.0,100.0
1785056187,2026-07-26 16:56:27,100.0,100.0,100.0,100.0,100.0
1785056189,2026-07-26 16:56:29,100.0,100.0,100.0,100.0,100.0
1785056191,2026-07-26 16:56:31,100.0,100.0,100.0,100.0,100.0
1785056193,2026-07-26 16:56:33,100.0,100.0,100.0,100.0,100.0
1785056195,2026-07-26 16:56:35,100.0,100.0,100.0,100.0,100.0
1785056197,2026-07-26 16:56:37,100.0,100.0,100.0,100.0,100.0
1785056199,2026-07-26 16:56:39,100.0,100.0,100.0,100.0,100.0
1785056201,2026-07-26 16:56:41,100.0,100.0,100.0,100.0,100.0
1785056203,2026-07-26 16:56:43,100.0,100.0,100.0,100.0,100.0
1785056205,2026-07-26 16:56:45,100.0,100.0,100.0,100.0,100.0
1785056207,2026-07-26 16:56:47,100.0,100.0,100.0,100.0,100.0
1785056209,2026-07-26 16:56:49,100.0,100.0,100.0,100.0,100.0
1785056211,2026-07-26 16:56:51,100.0,100.0,100.0,100.0,100.0
1785056213,2026-07-26 16:56:53,100.0,100.0,100.0,100.0,100.0
1785056215,2026-07-26 16:56:55,99.2,100.0,96.5,100.0,100.0
1785056217,2026-07-26 16:56:57,100.0,100.0,100.0,100.0,100.0
1785056219,2026-07-26 16:56:59,100.0,100.0,100.0,100.0,100.0
1785056221,2026-07-26 16:57:01,100.0,100.0,100.0,100.0,100.0
1785056223,2026-07-26 16:57:03,100.0,100.0,100.0,100.0,100.0
1785056225,2026-07-26 16:57:05,100.0,100.0,100.0,100.0,100.0
1785056227,2026-07-26 16:57:07,100.0,100.0,100.0,100.0,100.0
1785056229,2026-07-26 16:57:09,100.0,100.0,100.0,100.0,100.0
1785056231,2026-07-26 16:57:11,100.0,100.0,100.0,100.0,100.0
1785056233,2026-07-26 16:57:13,100.0,100.0,100.0,100.0,100.0
1785056235,2026-07-26 16:57:15,100.0,100.0,100.0,100.0,100.0
1785056237,2026-07-26 16:57:17,99.7,99.0,100.0,100.0,100.0
1785056239,2026-07-26 16:57:19,100.0,100.0,100.0,100.0,100.0
1785056241,2026-07-26 16:57:21,100.0,100.0,100.0,100.0,100.0
1785056243,2026-07-26 16:57:23,100.0,100.0,100.0,100.0,100.0
1785056245,2026-07-26 16:57:25,100.0,100.0,100.0,100.0,100.0
1785056247,2026-07-26 16:57:27,100.0,100.0,100.0,100.0,100.0
1785056249,2026-07-26 16:57:29,100.0,100.0,100.0,100.0,100.0
1785056251,2026-07-26 16:57:31,100.0,100.0,100.0,100.0,100.0
1785056253,2026-07-26 16:57:33,100.0,100.0,100.0,100.0,100.0
1785056255,2026-07-26 16:57:35,100.0,100.0,100.0,100.0,100.0
1785056257,2026-07-26 16:57:37,100.0,100.0,100.0,100.0,100.0
1785056259,2026-07-26 16:57:39,100.0,100.0,100.0,100.0,100.0
1785056261,2026-07-26 16:57:41,100.0,100.0,100.0,100.0,100.0
1785056263,2026-07-26 16:57:43,100.0,100.0,100.0,100.0,100.0
1785056265,2026-07-26 16:57:45,100.0,100.0,100.0,100.0,100.0
1785056267,2026-07-26 16:57:47,100.0,100.0,100.0,100.0,100.0
1785056269,2026-07-26 16:57:49,100.0,100.0,100.0,100.0,100.0
1785056271,2026-07-26 16:57:51,100.0,100.0,100.0,100.0,100.0
1785056273,2026-07-26 16:57:53,100.0,100.0,100.0,100.0,100.0
1785056275,2026-07-26 16:57:55,100.0,100.0,100.0,100.0,100.0
1785056277,2026-07-26 16:57:57,100.0,100.0,100.0,100.0,100.0
1785056279,2026-07-26 16:57:59,100.0,100.0,100.0,100.0,100.0
1785056281,2026-07-26 16:58:01,100.0,100.0,100.0,100.0,100.0
1785056283,2026-07-26 16:58:03,100.0,100.0,100.0,100.0,100.0
1785056285,2026-07-26 16:58:05,100.0,100.0,100.0,100.0,100.0
1785056287,2026-07-26 16:58:07,100.0,100.0,100.0,100.0,100.0
1785056289,2026-07-26 16:58:09,100.0,100.0,100.0,100.0,100.0
1785056291,2026-07-26 16:58:11,100.0,100.0,100.0,100.0,100.0
1785056293,2026-07-26 16:58:13,100.0,100.0,100.0,100.0,100.0
1785056295,2026-07-26 16:58:15,99.9,100.0,100.0,100.0,100.0
1785056297,2026-07-26 16:58:17,99.9,99.5,100.0,100.0,100.0
1785056299,2026-07-26 16:58:19,100.0,100.0,100.0,100.0,100.0
1785056301,2026-07-26 16:58:21,100.0,100.0,100.0,100.0,100.0
1785056303,2026-07-26 16:58:23,100.0,100.0,100.0,100.0,100.0
1785056305,2026-07-26 16:58:25,99.1,100.0,96.5,100.0,100.0
1785056307,2026-07-26 16:58:27,100.0,100.0,100.0,100.0,100.0
1785056309,2026-07-26 16:58:29,100.0,100.0,100.0,100.0,100.0
1785056311,2026-07-26 16:58:31,100.0,100.0,100.0,100.0,100.0
1785056313,2026-07-26 16:58:33,100.0,100.0,100.0,100.0,100.0
1785056315,2026-07-26 16:58:35,100.0,100.0,100.0,100.0,100.0
1785056317,2026-07-26 16:58:37,100.0,100.0,100.0,100.0,100.0
1785056319,2026-07-26 16:58:39,100.0,100.0,100.0,100.0,100.0
1785056321,2026-07-26 16:58:41,100.0,100.0,100.0,100.0,100.0
1785056323,2026-07-26 16:58:43,100.0,100.0,100.0,100.0,100.0
1785056325,2026-07-26 16:58:45,100.0,100.0,100.0,100.0,100.0
1785056327,2026-07-26 16:58:47,100.0,100.0,100.0,100.0,100.0
1785056329,2026-07-26 16:58:49,100.0,100.0,100.0,100.0,100.0
1785056331,2026-07-26 16:58:51,100.0,100.0,100.0,100.0,100.0
1785056333,2026-07-26 16:58:53,100.0,100.0,100.0,100.0,100.0
1785056335,2026-07-26 16:58:55,100.0,100.0,100.0,100.0,100.0
1785056337,2026-07-26 16:58:57,100.0,100.0,100.0,100.0,100.0
1785056339,2026-07-26 16:58:59,100.0,100.0,100.0,100.0,100.0
1785056341,2026-07-26 16:59:01,100.0,100.0,100.0,100.0,100.0
1785056343,2026-07-26 16:59:03,100.0,100.0,100.0,100.0,100.0
1785056345,2026-07-26 16:59:05,100.0,100.0,100.0,100.0,100.0
1785056347,2026-07-26 16:59:07,100.0,100.0,100.0,100.0,100.0
1785056349,2026-07-26 16:59:09,100.0,100.0,100.0,100.0,100.0
1785056351,2026-07-26 16:59:11,100.0,100.0,100.0,100.0,100.0
1785056353,2026-07-26 16:59:13,100.0,100.0,100.0,100.0,100.0
1785056355,2026-07-26 16:59:15,100.0,100.0,100.0,100.0,100.0
1785056357,2026-07-26 16:59:17,99.9,99.5,100.0,100.0,100.0
1785056359,2026-07-26 16:59:19,100.0,100.0,100.0,100.0,100.0
1785056361,2026-07-26 16:59:21,100.0,100.0,100.0,100.0,100.0
1785056363,2026-07-26 16:59:23,100.0,100.0,100.0,100.0,100.0
1785056365,2026-07-26 16:59:25,100.0,100.0,100.0,100.0,100.0
1785056367,2026-07-26 16:59:27,100.0,100.0,100.0,100.0,100.0
1785056369,2026-07-26 16:59:29,100.0,100.0,100.0,100.0,100.0
1785056371,2026-07-26 16:59:31,100.0,100.0,100.0,100.0,100.0
1785056373,2026-07-26 16:59:33,100.0,100.0,100.0,100.0,100.0
1785056375,2026-07-26 16:59:35,100.0,100.0,100.0,100.0,100.0
1785056377,2026-07-26 16:59:37,100.0,100.0,100.0,100.0,100.0
1785056379,2026-07-26 16:59:39,100.0,100.0,100.0,100.0,100.0
1785056381,2026-07-26 16:59:41,100.0,100.0,100.0,100.0,100.0
1785056383,2026-07-26 16:59:43,100.0,100.0,100.0,100.0,100.0
1785056385,2026-07-26 16:59:45,100.0,100.0,100.0,100.0,100.0
1785056387,2026-07-26 16:59:47,100.0,100.0,100.0,100.0,100.0
1785056389,2026-07-26 16:59:49,100.0,100.0,100.0,100.0,100.0
1785056391,2026-07-26 16:59:51,100.0,100.0,100.0,100.0,100.0
1785056393,2026-07-26 16:59:53,100.0,100.0,100.0,100.0,100.0
1785056395,2026-07-26 16:59:55,99.9,100.0,99.5,100.0,100.0
1785056397,2026-07-26 16:59:57,100.0,100.0,100.0,100.0,100.0
1785056399,2026-07-26 16:59:59,100.0,100.0,100.0,100.0,100.0
1785056401,2026-07-26 17:00:01,100.0,100.0,100.0,100.0,100.0
1785056403,2026-07-26 17:00:03,100.0,100.0,100.0,100.0,100.0
1785056405,2026-07-26 17:00:05,100.0,100.0,100.0,100.0,100.0
1785056407,2026-07-26 17:00:07,100.0,100.0,100.0,100.0,100.0
1785056409,2026-07-26 17:00:09,100.0,100.0,100.0,100.0,100.0
1785056411,2026-07-26 17:00:11,100.0,100.0,100.0,100.0,100.0
1785056413,2026-07-26 17:00:13,100.0,100.0,100.0,100.0,100.0
1785056415,2026-07-26 17:00:15,100.0,100.0,100.0,100.0,100.0
1785056417,2026-07-26 17:00:17,100.0,100.0,100.0,100.0,100.0
1785056419,2026-07-26 17:00:19,100.0,100.0,100.0,100.0,100.0
1785056421,2026-07-26 17:00:21,100.0,100.0,100.0,100.0,100.0
1785056423,2026-07-26 17:00:23,100.0,100.0,100.0,100.0,100.0
1785056425,2026-07-26 17:00:25,100.0,100.0,100.0,100.0,100.0
1785056427,2026-07-26 17:00:27,100.0,100.0,100.0,100.0,100.0
1785056429,2026-07-26 17:00:29,100.0,100.0,100.0,100.0,100.0
1785056431,2026-07-26 17:00:31,100.0,100.0,100.0,100.0,100.0
1785056433,2026-07-26 17:00:33,100.0,100.0,100.0,100.0,100.0
1785056435,2026-07-26 17:00:35,100.0,100.0,100.0,100.0,100.0
1785056437,2026-07-26 17:00:37,100.0,100.0,100.0,100.0,100.0
1785056439,2026-07-26 17:00:39,100.0,100.0,100.0,100.0,100.0
1785056441,2026-07-26 17:00:41,100.0,100.0,100.0,100.0,100.0
1785056443,2026-07-26 17:00:43,100.0,100.0,100.0,100.0,100.0
1785056445,2026-07-26 17:00:45,100.0,100.0,100.0,100.0,100.0
1785056447,2026-07-26 17:00:47,100.0,100.0,100.0,100.0,100.0
1785056449,2026-07-26 17:00:49,100.0,100.0,100.0,100.0,100.0
1785056451,2026-07-26 17:00:51,100.0,100.0,100.0,100.0,100.0
1785056453,2026-07-26 17:00:53,100.0,100.0,100.0,100.0,100.0
1785056455,2026-07-26 17:00:55,100.0,100.0,100.0,100.0,100.0
1785056457,2026-07-26 17:00:57,100.0,100.0,100.0,100.0,100.0
1785056459,2026-07-26 17:00:59,100.0,100.0,100.0,100.0,100.0
1785056461,2026-07-26 17:01:01,100.0,100.0,100.0,100.0,100.0
1785056463,2026-07-26 17:01:03,100.0,100.0,100.0,100.0,100.0
1785056465,2026-07-26 17:01:05,100.0,100.0,100.0,100.0,100.0
1785056467,2026-07-26 17:01:07,100.0,100.0,100.0,100.0,100.0
1785056469,2026-07-26 17:01:09,100.0,100.0,100.0,100.0,100.0
1785056471,2026-07-26 17:01:11,100.0,100.0,100.0,100.0,100.0
1785056473,2026-07-26 17:01:13,100.0,100.0,100.0,100.0,100.0
1785056475,2026-07-26 17:01:15,99.9,99.5,100.0,100.0,100.0
1785056477,2026-07-26 17:01:17,100.0,100.0,100.0,100.0,100.0
1785056479,2026-07-26 17:01:19,100.0,100.0,100.0,100.0,100.0
1785056481,2026-07-26 17:01:21,100.0,99.5,100.0,100.0,100.0
1785056483,2026-07-26 17:01:23,100.0,100.0,100.0,100.0,100.0
1785056485,2026-07-26 17:01:25,100.0,100.0,100.0,100.0,100.0
1785056487,2026-07-26 17:01:27,100.0,100.0,100.0,100.0,100.0
1785056489,2026-07-26 17:01:29,100.0,100.0,100.0,100.0,100.0
1785056491,2026-07-26 17:01:31,100.0,100.0,100.0,100.0,100.0
1785056493,2026-07-26 17:01:33,100.0,100.0,100.0,100.0,100.0
1785056495,2026-07-26 17:01:35,100.0,100.0,100.0,100.0,100.0
1785056497,2026-07-26 17:01:37,100.0,100.0,100.0,100.0,100.0
1785056499,2026-07-26 17:01:39,100.0,100.0,100.0,100.0,100.0
1785056501,2026-07-26 17:01:41,100.0,100.0,100.0,100.0,100.0
1785056503,2026-07-26 17:01:43,100.0,100.0,100.0,100.0,100.0
1785056505,2026-07-26 17:01:45,100.0,100.0,100.0,100.0,100.0
1785056507,2026-07-26 17:01:47,100.0,100.0,100.0,100.0,100.0
1785056509,2026-07-26 17:01:49,100.0,100.0,100.0,100.0,100.0
1785056511,2026-07-26 17:01:51,100.0,100.0,100.0,100.0,100.0
1785056513,2026-07-26 17:01:53,100.0,100.0,100.0,100.0,100.0
1785056515,2026-07-26 17:01:55,100.0,100.0,100.0,100.0,100.0
1785056517,2026-07-26 17:01:57,100.0,100.0,100.0,100.0,100.0
1785056519,2026-07-26 17:01:59,100.0,100.0,100.0,100.0,100.0
1785056521,2026-07-26 17:02:01,100.0,100.0,100.0,100.0,100.0
1785056523,2026-07-26 17:02:03,99.5,100.0,98.5,100.0,100.0
1785056525,2026-07-26 17:02:05,100.0,100.0,100.0,100.0,100.0
1785056527,2026-07-26 17:02:07,100.0,100.0,100.0,100.0,100.0
1785056529,2026-07-26 17:02:09,100.0,100.0,100.0,100.0,100.0
1785056531,2026-07-26 17:02:11,100.0,100.0,100.0,100.0,100.0
1785056533,2026-07-26 17:02:13,100.0,100.0,100.0,100.0,100.0
1785056535,2026-07-26 17:02:15,100.0,100.0,100.0,100.0,100.0
1785056537,2026-07-26 17:02:17,100.0,100.0,100.0,100.0,100.0
1785056539,2026-07-26 17:02:19,100.0,100.0,100.0,100.0,100.0
1785056541,2026-07-26 17:02:21,100.0,100.0,100.0,100.0,100.0
1785056543,2026-07-26 17:02:23,99.9,99.5,100.0,100.0,100.0
1785056545,2026-07-26 17:02:25,99.9,99.5,100.0,100.0,100.0
1785056547,2026-07-26 17:02:27,100.0,100.0,100.0,100.0,100.0
1785056549,2026-07-26 17:02:29,100.0,100.0,100.0,100.0,100.0
1785056551,2026-07-26 17:02:31,100.0,100.0,100.0,100.0,100.0
1785056553,2026-07-26 17:02:33,100.0,100.0,100.0,100.0,100.0
1785056555,2026-07-26 17:02:35,100.0,100.0,100.0,100.0,100.0
1785056557,2026-07-26 17:02:37,100.0,100.0,100.0,100.0,100.0
1785056559,2026-07-26 17:02:39,100.0,100.0,100.0,100.0,100.0
1785056561,2026-07-26 17:02:41,100.0,100.0,100.0,100.0,100.0
1785056563,2026-07-26 17:02:43,100.0,100.0,100.0,100.0,100.0
1785056565,2026-07-26 17:02:45,100.0,100.0,100.0,100.0,100.0
1785056567,2026-07-26 17:02:47,100.0,100.0,100.0,100.0,100.0
1785056569,2026-07-26 17:02:49,100.0,100.0,100.0,100.0,100.0
1785056571,2026-07-26 17:02:51,100.0,100.0,100.0,100.0,100.0
1785056573,2026-07-26 17:02:53,100.0,100.0,100.0,100.0,100.0
1785056575,2026-07-26 17:02:55,100.0,100.0,100.0,100.0,100.0
1785056577,2026-07-26 17:02:57,100.0,100.0,100.0,100.0,100.0
1785056579,2026-07-26 17:02:59,100.0,100.0,100.0,100.0,100.0
1785056581,2026-07-26 17:03:01,100.0,100.0,100.0,100.0,100.0
1785056583,2026-07-26 17:03:03,100.0,100.0,100.0,100.0,100.0
1785056585,2026-07-26 17:03:05,100.0,100.0,100.0,100.0,100.0
1785056587,2026-07-26 17:03:07,100.0,100.0,100.0,100.0,100.0
1785056589,2026-07-26 17:03:09,100.0,100.0,100.0,100.0,100.0
1785056591,2026-07-26 17:03:11,100.0,100.0,100.0,100.0,100.0
1785056593,2026-07-26 17:03:13,100.0,100.0,100.0,100.0,100.0
1785056595,2026-07-26 17:03:15,100.0,100.0,100.0,100.0,100.0
1785056597,2026-07-26 17:03:17,100.0,100.0,100.0,100.0,100.0
1785056599,2026-07-26 17:03:19,100.0,100.0,100.0,100.0,100.0
1785056601,2026-07-26 17:03:21,100.0,100.0,100.0,100.0,100.0
1785056603,2026-07-26 17:03:23,100.0,100.0,100.0,100.0,100.0
1785056605,2026-07-26 17:03:25,100.0,100.0,100.0,100.0,100.0
1785056607,2026-07-26 17:03:27,100.0,100.0,100.0,100.0,100.0
1785056609,2026-07-26 17:03:29,100.0,100.0,100.0,100.0,100.0
1785056611,2026-07-26 17:03:31,100.0,100.0,100.0,100.0,100.0
1785056613,2026-07-26 17:03:33,99.9,100.0,100.0,100.0,100.0
1785056615,2026-07-26 17:03:35,100.0,100.0,100.0,100.0,100.0
1785056617,2026-07-26 17:03:37,100.0,100.0,100.0,100.0,100.0
1785056619,2026-07-26 17:03:39,100.0,100.0,100.0,100.0,100.0
1785056621,2026-07-26 17:03:41,100.0,99.5,100.0,100.0,100.0
1785056623,2026-07-26 17:03:43,99.9,100.0,100.0,99.5,100.0
1785056625,2026-07-26 17:03:45,100.0,100.0,100.0,100.0,100.0
1785056627,2026-07-26 17:03:47,100.0,100.0,100.0,100.0,100.0
1785056629,2026-07-26 17:03:49,100.0,100.0,100.0,100.0,100.0
1785056631,2026-07-26 17:03:51,100.0,100.0,100.0,100.0,100.0
1785056633,2026-07-26 17:03:53,100.0,100.0,100.0,100.0,100.0
1785056635,2026-07-26 17:03:55,100.0,100.0,100.0,100.0,100.0
1785056637,2026-07-26 17:03:57,100.0,100.0,100.0,100.0,100.0
1785056639,2026-07-26 17:03:59,100.0,100.0,100.0,100.0,100.0
1785056641,2026-07-26 17:04:01,100.0,100.0,100.0,100.0,100.0
1785056643,2026-07-26 17:04:03,100.0,100.0,100.0,100.0,100.0
1785056645,2026-07-26 17:04:05,100.0,100.0,100.0,100.0,100.0
1785056647,2026-07-26 17:04:07,100.0,100.0,100.0,100.0,100.0
1785056649,2026-07-26 17:04:09,100.0,100.0,100.0,100.0,100.0
1785056651,2026-07-26 17:04:11,100.0,100.0,100.0,100.0,100.0
1785056653,2026-07-26 17:04:13,100.0,100.0,100.0,100.0,100.0
1785056655,2026-07-26 17:04:15,99.9,99.5,100.0,100.0,100.0
1785056657,2026-07-26 17:04:17,100.0,100.0,100.0,100.0,100.0
1785056659,2026-07-26 17:04:19,100.0,100.0,100.0,100.0,100.0
1785056661,2026-07-26 17:04:21,100.0,100.0,100.0,100.0,100.0
1785056663,2026-07-26 17:04:23,100.0,100.0,100.0,100.0,100.0
1785056665,2026-07-26 17:04:25,100.0,100.0,100.0,100.0,100.0
1785056667,2026-07-26 17:04:27,100.0,100.0,100.0,100.0,100.0
1785056669,2026-07-26 17:04:29,100.0,100.0,100.0,100.0,100.0
1785056671,2026-07-26 17:04:31,100.0,100.0,100.0,100.0,100.0
1785056673,2026-07-26 17:04:33,100.0,100.0,100.0,100.0,100.0
1785056675,2026-07-26 17:04:35,100.0,100.0,100.0,100.0,100.0
1785056677,2026-07-26 17:04:37,100.0,100.0,100.0,100.0,100.0
1785056679,2026-07-26 17:04:39,100.0,100.0,100.0,100.0,100.0
1785056681,2026-07-26 17:04:41,100.0,100.0,100.0,100.0,100.0
1785056683,2026-07-26 17:04:43,100.0,100.0,100.0,100.0,100.0
1785056685,2026-07-26 17:04:45,100.0,100.0,100.0,100.0,100.0
1785056687,2026-07-26 17:04:47,100.0,100.0,100.0,100.0,100.0
